year,state_name,county_name,Value
2013,ILLINOIS,PEORIA,494.64157346467556
2021,ILLINOIS,STARK,468.96075228803164
2020,ILLINOIS,STARK,465.3283512709594
2019,ILLINOIS,STARK,465.9379850080904
2018,ILLINOIS,STARK,512.9305855786059
2017,ILLINOIS,STARK,535.4362310410258
2016,ILLINOIS,STARK,557.2560385491732
2015,ILLINOIS,STARK,484.2777999334483
2014,ILLINOIS,STARK,493.98113691611695
2013,ILLINOIS,STARK,436.8533754657983
2021,ILLINOIS,TAZEWELL,734.0244209114533
2020,ILLINOIS,TAZEWELL,689.7243693465997
2019,ILLINOIS,TAZEWELL,724.9307176659156
2018,ILLINOIS,TAZEWELL,820.3129961212054
2017,ILLINOIS,TAZEWELL,826.0029110010948
2016,ILLINOIS,TAZEWELL,863.0889633432315
2015,ILLINOIS,TAZEWELL,685.5585388095378
2014,ILLINOIS,TAZEWELL,826.5617419267983
2013,ILLINOIS,TAZEWELL,699.4023049235545
2021,ILLINOIS,WOODFORD,648.8281061473941
2020,ILLINOIS,WOODFORD,615.3998562280436
2019,ILLINOIS,WOODFORD,565.74010805758
2018,ILLINOIS,WOODFORD,698.2592416664339
2017,ILLINOIS,WOODFORD,697.0399741921718
2016,ILLINOIS,WOODFORD,787.6975911846962
2015,ILLINOIS,WOODFORD,651.8508734273355
2014,ILLINOIS,WOODFORD,723.3558305116605
2013,ILLINOIS,WOODFORD,650.199782055939
2019,ILLINOIS,OTHER (COMBINED) COUNTIES,1491.951564599585
2021,ILLINOIS,CHAMPAIGN,1480.114509536958
2020,ILLINOIS,CHAMPAIGN,1328.8999413227527
2019,ILLINOIS,CHAMPAIGN,1242.585964707287
2018,ILLINOIS,CHAMPAIGN,1528.732800073156
2017,ILLINOIS,CHAMPAIGN,1418.2366852181601
2016,ILLINOIS,CHAMPAIGN,1519.2580757419116
2015,ILLINOIS,CHAMPAIGN,1351.608798030883
2014,ILLINOIS,CHAMPAIGN,1523.0428851932668
2013,ILLINOIS,CHAMPAIGN,1210.3769822621985
2021,ILLINOIS,FORD,673.8230893697657
2020,ILLINOIS,FORD,651.1396340673492
2019,ILLINOIS,FORD,580.4475219658656
2018,ILLINOIS,FORD,723.3304291059468
2017,ILLINOIS,FORD,732.1447168886326
2016,ILLINOIS,FORD,729.4775692886844
2015,ILLINOIS,FORD,584.791162342924
2014,ILLINOIS,FORD,756.0728410710249
2013,ILLINOIS,FORD,610.471983519568
2021,ILLINOIS,IROQUOIS,1548.9523190213347
2020,ILLINOIS,IROQUOIS,1512.247287764905
2019,ILLINOIS,IROQUOIS,1163.0287620116899
2018,ILLINOIS,IROQUOIS,1558.5286489754342
2017,ILLINOIS,IROQUOIS,1622.895811054184
2016,ILLINOIS,IROQUOIS,1580.678674757861
2015,ILLINOIS,IROQUOIS,1063.5568572364793
2014,ILLINOIS,IROQUOIS,1619.7460367456736
2013,ILLINOIS,IROQUOIS,1594.5224408718777
2021,ILLINOIS,KANKAKEE,840.7865291265219
2020,ILLINOIS,KANKAKEE,758.4859746138351
2018,ILLINOIS,KANKAKEE,807.6884974814507
